Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,
143538723,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
143538850,0000010C,false,Rx,1,2,09,00,00,00,00,00,00,00,
143538998,00000547,false,Rx,1,2,09,FF,00,00,00,00,00,00,
143539132,00000549,false,Rx,1,2,09,FF,00,00,00,00,00,00,
143539274,0000054B,false,Rx,1,2,09,FF,00,00,00,00,00,00,
143557138,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143557376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143557631,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143597135,00000207,false,Rx,1,8,00,00,00,00,68,03,14,00,
143597366,00000227,false,Rx,1,8,91,02,AE,00,3A,00,3A,B8,
143597614,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143597857,00000209,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
143598090,00000229,false,Rx,1,8,8B,02,95,00,49,00,3A,B8,
143598330,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
143598570,0000020B,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
143598804,0000022B,false,Rx,1,8,6D,02,9C,00,8A,00,3A,B8,
143599052,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143599283,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143599517,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143599759,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143599999,00000717,false,Rx,1,8,11,00,7C,FF,00,00,02,02,
143600248,00000719,false,Rx,1,8,10,FE,0F,00,12,00,00,00,
143600480,0000071B,false,Rx,1,8,0F,00,CD,01,D7,23,00,00,
143606931,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
143607448,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
143608236,0000021B,false,Rx,1,8,00,40,00,00,7F,02,00,04,
143638722,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
143657133,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143657379,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143657627,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143697135,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
143697366,00000227,false,Rx,1,8,8E,02,AB,00,35,00,3A,B8,
143697606,00000209,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
143697841,00000229,false,Rx,1,8,94,02,8F,00,48,00,3A,B8,
143698088,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143698335,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
143698576,0000020B,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
143698804,0000022B,false,Rx,1,8,79,02,8F,00,67,00,3A,B8,
143699051,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143699284,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143699523,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143699757,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143699998,00000717,false,Rx,1,8,12,40,25,00,27,00,27,00,
143700230,00000719,false,Rx,1,8,11,00,93,FF,00,00,02,02,
143700477,0000071B,false,Rx,1,8,10,03,00,00,11,00,00,00,
143706921,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
143707406,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
143708239,0000021B,false,Rx,1,8,00,40,00,00,7F,02,00,04,
143738719,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
143738853,0000010C,false,Rx,1,2,0A,00,00,00,00,00,00,00,
143739010,00000547,false,Rx,1,2,0A,FF,00,00,00,00,00,00,
143739144,00000549,false,Rx,1,2,0A,FF,00,00,00,00,00,00,
143739271,0000054B,false,Rx,1,2,0A,FF,00,00,00,00,00,00,
143757135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143757381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143757630,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143797090,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
143797321,00000227,false,Rx,1,8,92,02,AB,00,38,00,3A,B8,
143797569,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143797819,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
143798051,00000229,false,Rx,1,8,9C,02,93,00,4D,00,3A,B8,
143798292,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
143798532,0000020B,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
143798766,0000022B,false,Rx,1,8,85,02,96,00,49,00,3A,B8,
143799013,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143799246,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143799478,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143799719,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143799968,00000717,false,Rx,1,8,13,00,00,00,00,00,00,00,
143800207,00000719,false,Rx,1,8,12,3F,26,00,27,00,26,00,
143800440,0000071B,false,Rx,1,8,11,00,8E,FF,00,00,02,02,
143806875,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
143807398,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
143808193,0000021B,false,Rx,1,8,00,40,00,00,7F,02,00,04,
143838722,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
143857137,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143857383,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143857632,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143897049,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
143897281,00000227,false,Rx,1,8,A0,02,B2,00,38,00,3A,B8,
143897529,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143897778,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
143898011,00000229,false,Rx,1,8,A4,02,90,00,41,00,3A,B8,
143898259,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
143898499,0000020B,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
143898734,0000022B,false,Rx,1,8,7F,02,9A,00,40,00,3A,B8,
143898982,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143899214,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143899454,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143899688,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143899928,00000717,false,Rx,1,8,14,00,00,00,27,00,00,00,
143900175,00000719,false,Rx,1,8,13,00,00,00,00,00,00,00,
143900408,0000071B,false,Rx,1,8,12,3F,28,00,27,00,23,00,
143906853,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
143907362,00000219,false,Rx,1,8,00,C0,7F,00,82,02,00,04,
143908187,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
143938719,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
143938854,0000010C,false,Rx,1,2,0B,00,00,00,00,00,00,00,
143939011,00000549,false,Rx,1,2,0B,FF,00,00,00,00,00,00,
143939145,00000547,false,Rx,1,2,0B,FF,00,00,00,00,00,00,
143939278,0000054B,false,Rx,1,2,0B,FF,00,00,00,00,00,00,
143957134,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143957382,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143957629,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
143997068,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
143997308,00000227,false,Rx,1,8,B1,02,B1,00,33,00,3A,B8,
143997555,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
143997789,00000229,false,Rx,1,8,B4,02,95,00,39,00,3A,B8,
143998030,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143998277,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
143998517,0000020B,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
143998752,0000022B,false,Rx,1,8,90,02,8C,00,3F,00,3A,B8,
143999000,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
143999238,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143999471,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143999706,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
143999953,00000719,false,Rx,1,8,14,00,00,00,FB,FF,00,00,
144000201,0000071B,false,Rx,1,8,13,00,00,00,00,00,00,00,
144006851,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
144007338,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144008149,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144038723,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144057138,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144057384,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144057631,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144096937,00000367,false,Rx,1,8,00,00,00,00,00,00,00,00,
144097185,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144097417,00000227,false,Rx,1,8,B4,02,B5,00,2E,00,3A,B8,
144097665,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
144097899,00000229,false,Rx,1,8,BB,02,9C,00,34,00,3A,B8,
144098139,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144098379,0000020B,false,Rx,1,8,00,00,C0,FF,68,03,14,00,
144098613,0000022B,false,Rx,1,8,91,02,93,00,3A,00,3A,B8,
144098861,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144099107,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144099340,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144099573,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144099814,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144100054,00000717,false,Rx,1,8,16,00,00,00,00,00,05,39,
144100302,0000071B,false,Rx,1,8,14,00,00,00,31,00,00,00,
144106813,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
144107060,00000377,false,Rx,1,8,00,00,00,00,00,00,00,00,
144107337,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144108126,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144116928,00000347,false,Rx,1,8,00,00,00,00,00,08,00,00,
144126918,00000357,false,Rx,1,8,00,00,00,00,00,00,00,00,
144136915,00000327,false,Rx,1,8,00,00,00,00,00,00,00,00,
144138714,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144138849,0000010C,false,Rx,1,2,0C,00,00,00,00,00,00,00,
144138999,00000549,false,Rx,1,2,0C,FF,00,00,00,00,00,00,
144139133,00000547,false,Rx,1,2,0C,FF,00,00,00,00,00,00,
144139266,0000054B,false,Rx,1,2,0C,FF,00,00,00,00,00,00,
144146903,00000337,false,Rx,1,8,00,00,00,00,00,00,00,00,
144157135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144157381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144157628,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144197009,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144197240,00000227,false,Rx,1,8,C4,02,B6,00,21,00,3A,B8,
144197488,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144197730,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144197970,00000229,false,Rx,1,8,C1,02,9C,00,3B,00,3A,B8,
144198210,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144198451,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144198692,0000022B,false,Rx,1,8,A4,02,88,00,2F,00,3A,B8,
144198931,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144199170,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144199404,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144199644,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144199886,00000369,false,Rx,1,8,00,00,00,00,00,00,00,00,
144200127,00000717,false,Rx,1,8,17,00,02,60,00,00,20,01,
144200367,00000719,false,Rx,1,8,16,00,00,00,00,00,6D,39,
144206797,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
144207291,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144207546,00000379,false,Rx,1,8,00,00,00,00,00,00,00,00,
144208125,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144217409,00000349,false,Rx,1,8,00,00,00,00,00,08,00,00,
144227406,00000359,false,Rx,1,8,00,00,00,00,00,00,00,00,
144237409,00000329,false,Rx,1,8,00,00,00,00,00,00,00,00,
144238722,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144247391,00000339,false,Rx,1,8,00,00,00,00,00,00,00,00,
144257132,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144257378,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144257627,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144296959,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144297190,00000227,false,Rx,1,8,C5,02,BD,00,28,00,3A,B8,
144297430,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144297680,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
144297919,00000229,false,Rx,1,8,C8,02,9A,00,29,00,3A,B8,
144298159,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144298393,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144298633,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144298866,0000022B,false,Rx,1,8,AA,02,8B,00,2E,00,3A,B8,
144299113,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144299353,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144299586,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144299835,0000036B,false,Rx,1,8,00,00,00,00,00,00,00,00,
144300075,00000717,false,Rx,1,8,18,00,66,06,00,00,00,00,
144300315,00000719,false,Rx,1,8,17,00,00,40,00,00,40,01,
144300564,0000071B,false,Rx,1,8,16,00,00,00,00,00,25,39,
144306755,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
144307286,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144308073,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144308322,0000037B,false,Rx,1,8,00,00,00,00,00,00,00,00,
144318199,0000034B,false,Rx,1,8,00,00,00,00,00,08,00,00,
144328187,0000035B,false,Rx,1,8,00,00,00,00,00,00,00,00,
144338177,0000032B,false,Rx,1,8,00,00,00,00,00,00,00,00,
144338762,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144338897,0000010C,false,Rx,1,2,0D,00,00,00,00,00,00,00,
144339048,00000547,false,Rx,1,2,0D,FF,00,00,00,00,00,00,
144339181,00000549,false,Rx,1,2,0D,FF,00,00,00,00,00,00,
144339315,0000054B,false,Rx,1,2,0D,FF,00,00,00,00,00,00,
144348170,0000033B,false,Rx,1,8,00,00,00,00,00,00,00,00,
144357132,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144357378,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144357627,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144396941,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144397179,00000227,false,Rx,1,8,D3,02,BD,00,26,00,3A,B8,
144397420,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144397669,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144397901,00000229,false,Rx,1,8,D1,02,A0,00,28,00,3A,B8,
144398142,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144398382,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144398615,0000022B,false,Rx,1,8,A9,02,8A,00,38,00,3A,B8,
144398864,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144399096,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144399336,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144399568,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144399819,00000717,false,Rx,1,8,19,00,00,00,00,00,00,00,
144400059,00000719,false,Rx,1,8,18,00,66,06,00,00,00,00,
144400306,0000071B,false,Rx,1,8,17,00,00,30,00,00,50,01,
144406745,00000217,false,Rx,1,8,00,40,7F,00,80,02,00,04,
144407253,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144408071,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144438716,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144457134,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144457381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144457629,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144496908,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144497146,00000227,false,Rx,1,8,DF,02,B6,00,22,00,3A,B8,
144497395,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144497635,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144497868,00000229,false,Rx,1,8,DA,02,A2,00,28,00,3A,B8,
144498109,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144498349,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144498582,0000022B,false,Rx,1,8,C3,02,92,00,29,00,3A,B8,
144498832,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144499063,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144499303,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144499537,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144499779,00000717,false,Rx,1,8,01,00,00,00,CC,0C,00,00,
144500026,00000719,false,Rx,1,8,19,00,00,00,00,00,00,00,
144500267,0000071B,false,Rx,1,8,18,00,66,06,00,00,00,00,
144506732,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
144507226,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144508036,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144538720,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144538854,0000010C,false,Rx,1,2,0E,00,00,00,00,00,00,00,
144539003,00000547,false,Rx,1,2,0E,FF,00,00,00,00,00,00,
144539137,00000549,false,Rx,1,2,0E,FF,00,00,00,00,00,00,
144539270,0000054B,false,Rx,1,2,0E,FF,00,00,00,00,00,00,
144557135,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144557381,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144557628,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144596885,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144597117,00000227,false,Rx,1,8,E4,02,B6,00,1C,00,3A,B8,
144597365,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144597612,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
144597847,00000229,false,Rx,1,8,EB,02,98,00,27,00,3A,B8,
144598086,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144598334,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144598575,0000022B,false,Rx,1,8,BF,02,8A,00,20,00,3A,B8,
144598816,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144599055,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144599287,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144599521,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144599769,00000717,false,Rx,1,8,02,00,00,00,00,00,00,00,
144600009,00000719,false,Rx,1,8,01,00,00,00,CC,0C,00,00,
144600258,0000071B,false,Rx,1,8,19,00,00,00,00,00,00,00,
144606686,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
144607225,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144608007,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144638714,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144657130,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144657376,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144657631,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144696874,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144697112,00000227,false,Rx,1,8,E7,02,B3,00,21,00,3A,B8,
144697360,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144697600,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144697834,00000229,false,Rx,1,8,EC,02,A3,00,1E,00,3A,B8,
144698074,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144698314,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144698548,0000022B,false,Rx,1,8,C8,02,95,00,23,00,3A,B8,
144698796,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144699027,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144699269,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144699501,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144699749,00000719,false,Rx,1,8,02,00,00,00,00,00,00,00,
144699998,0000071B,false,Rx,1,8,01,00,00,00,CC,0C,00,00,
144706679,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
144707180,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144708013,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144738722,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144738856,0000010C,false,Rx,1,2,0F,00,00,00,00,00,00,00,
144739005,00000549,false,Rx,1,2,0F,FF,00,00,00,00,00,00,
144739140,00000547,false,Rx,1,2,0F,FF,00,00,00,00,00,00,
144739274,0000054B,false,Rx,1,2,0F,FF,00,00,00,00,00,00,
144757137,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144757383,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144757632,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144796843,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144797074,00000227,false,Rx,1,8,F2,02,B8,00,1E,00,3A,B8,
144797322,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144797570,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
144797804,00000229,false,Rx,1,8,FA,02,95,00,10,00,3A,B8,
144798051,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144798292,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144798532,0000022B,false,Rx,1,8,D1,02,94,00,20,00,3A,B8,
144798774,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144799006,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144799246,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144799478,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144799727,00000717,false,Rx,1,8,04,00,00,00,0D,09,05,00,
144799975,0000071B,false,Rx,1,8,02,00,00,00,00,00,00,00,
144806640,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
144807172,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144807968,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144838719,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144857134,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144857382,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144857629,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144896818,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144897050,00000227,false,Rx,1,8,F7,02,AF,00,24,00,3A,B8,
144897298,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144897538,00000209,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144897771,00000229,false,Rx,1,8,FF,02,97,00,20,00,3A,B8,
144898019,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144898260,0000020B,false,Rx,1,8,00,00,C0,FF,68,01,14,00,
144898492,0000022B,false,Rx,1,8,E2,02,96,00,40,00,3A,B8,
144898741,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144898974,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144899206,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144899446,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144899689,00000717,false,Rx,1,8,05,00,00,00,00,00,00,00,
144899936,00000719,false,Rx,1,8,04,00,00,00,0D,09,02,00,
144906609,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
144907163,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
144907958,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
144938721,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
144938849,0000010C,false,Rx,1,2,10,00,00,00,00,00,00,00,
144938998,00000547,false,Rx,1,2,10,FF,00,00,00,00,00,00,
144939132,00000549,false,Rx,1,2,10,FF,00,00,00,00,00,00,
144939258,0000054B,false,Rx,1,2,10,FF,00,00,00,00,00,00,
144957136,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144957384,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144957631,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
144996805,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
144997043,00000227,false,Rx,1,8,03,03,AD,00,16,00,3A,B8,
144997285,00000237,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144997539,00000209,false,Rx,1,8,00,00,00,00,68,01,14,00,
144997773,00000229,false,Rx,1,8,09,03,91,00,13,00,3A,B8,
144998015,00000239,false,Rx,1,8,3E,41,00,17,00,00,00,00,
144998262,0000020B,false,Rx,1,8,00,00,00,00,68,01,14,00,
144998494,0000022B,false,Rx,1,8,F1,02,96,00,12,00,3A,B8,
144998737,0000023B,false,Rx,1,8,3D,41,00,17,00,00,00,00,
144998976,00000247,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144999208,00000249,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144999449,0000024B,false,Rx,1,8,66,7D,89,03,00,00,26,00,
144999683,00000717,false,Rx,1,8,06,00,65,39,00,08,00,40,
144999930,00000719,false,Rx,1,8,05,00,00,00,00,00,00,00,
145000170,0000071B,false,Rx,1,8,04,00,00,00,0D,09,00,00,
145006612,00000217,false,Rx,1,8,00,00,7F,00,80,02,00,04,
145007114,00000219,false,Rx,1,8,00,C0,7F,00,83,02,00,04,
145007918,0000021B,false,Rx,1,8,00,80,00,00,7F,02,00,04,
145038715,0000045C,false,Rx,1,8,00,00,09,3E,00,00,00,00,
145057132,0000042C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145057379,0000043C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145057626,0000044C,false,Rx,1,8,00,60,00,00,20,00,00,00,
145096701,00000367,false,Rx,1,8,00,00,00,00,00,00,00,00,
145096948,00000207,false,Rx,1,8,00,00,00,00,68,01,14,00,
